timestamp_optimized,arm_order,arm1,arm2,arm3,timestamp_measured,power_dbm
2026-06-11T12:20:35+02:00,QHQ,100,111,151,2026-06-11T12:20:40+02:00,-26.9983
2026-06-11T12:25:36+02:00,HQQ,129,121,152,2026-06-11T12:25:41+02:00,-29.7571
2026-06-11T12:30:30+02:00,QHQ,23,25,109,2026-06-11T12:30:35+02:00,-28.5378
2026-06-11T12:35:39+02:00,HQQ,145,130,150,2026-06-11T12:35:44+02:00,-31.4996
2026-06-11T12:40:38+02:00,QHQ,154,37,6,2026-06-11T12:40:43+02:00,-25.0969
2026-06-11T12:45:30+02:00,HQQ,55,10,62,2026-06-11T12:45:35+02:00,-21.4567
2026-06-11T12:50:29+02:00,QHQ,42,9,74,2026-06-11T12:50:34+02:00,-27.878
2026-06-11T12:55:34+02:00,HQQ,154,34,43,2026-06-11T12:55:39+02:00,-32.0157
2026-06-11T13:00:32+02:00,QHQ,147,35,7,2026-06-11T13:00:37+02:00,-29.952
2026-06-11T13:05:43+02:00,HQQ,34,67,130,2026-06-11T13:05:48+02:00,-28.7397
2026-06-11T13:10:32+02:00,QHQ,56,111,112,2026-06-11T13:10:37+02:00,-29.6689
2026-06-11T13:15:37+02:00,HQQ,152,134,150,2026-06-11T13:15:42+02:00,-28.2287
2026-06-11T13:20:30+02:00,QHQ,83,106,147,2026-06-11T13:20:35+02:00,-29.1287
2026-06-11T13:25:28+02:00,HQQ,119,138,110,2026-06-11T13:25:33+02:00,-32.6492
2026-06-11T13:30:38+02:00,QHQ,154,37,5,2026-06-11T13:30:43+02:00,-27.3651
2026-06-11T13:35:30+02:00,HQQ,34,87,121,2026-06-11T13:35:35+02:00,-22.1947
2026-06-11T13:40:31+02:00,QHQ,21,41,126,2026-06-11T13:40:36+02:00,-31.2282
2026-06-11T13:45:34+02:00,HQQ,152,34,44,2026-06-11T13:45:39+02:00,-32.8826
2026-06-11T13:50:31+02:00,QHQ,10,41,137,2026-06-11T13:50:36+02:00,-20.8791
2026-06-11T13:55:39+02:00,HQQ,154,36,47,2026-06-11T13:55:44+02:00,-28.1009
2026-06-11T14:00:46+02:00,QHQ,0,33,148,2026-06-11T14:00:51+02:00,-24.1278
2026-06-11T14:05:28+02:00,HQQ,57,110,114,2026-06-11T14:05:33+02:00,-31.0508
2026-06-11T14:10:30+02:00,QHQ,35,20,101,2026-06-11T14:10:35+02:00,-24.1498
2026-06-11T14:15:35+02:00,HQQ,154,154,128,2026-06-11T14:15:40+02:00,-31.8137
2026-06-11T14:20:31+02:00,QHQ,38,99,116,2026-06-11T14:20:36+02:00,-30.3701
2026-06-11T14:25:33+02:00,HQQ,85,14,23,2026-06-11T14:25:38+02:00,-32.1844
2026-06-11T14:30:36+02:00,QHQ,154,40,5,2026-06-11T14:30:41+02:00,-29.2038
2026-06-11T14:35:31+02:00,HQQ,27,84,121,2026-06-11T14:35:36+02:00,-24.8907
2026-06-11T14:40:29+02:00,QHQ,23,61,136,2026-06-11T14:40:34+02:00,-29.134
2026-06-11T14:45:37+02:00,HQQ,154,37,57,2026-06-11T14:45:42+02:00,-29.684
2026-06-11T14:50:37+02:00,QHQ,9,78,106,2026-06-11T14:50:42+02:00,-28.5239
2026-06-11T14:55:38+02:00,HQQ,154,37,59,2026-06-11T14:55:43+02:00,-31.0055
2026-06-11T15:00:34+02:00,QHQ,127,31,15,2026-06-11T15:00:39+02:00,-30.5545
2026-06-11T15:05:36+02:00,HQQ,94,114,152,2026-06-11T15:05:41+02:00,-29.0706
2026-06-11T15:10:33+02:00,QHQ,144,39,7,2026-06-11T15:10:38+02:00,-28.6412
2026-06-11T15:15:37+02:00,HQQ,154,42,4,2026-06-11T15:15:42+02:00,-27.2618
2026-06-11T15:20:39+02:00,QHQ,154,148,139,2026-06-11T15:20:44+02:00,-29.6509
2026-06-11T15:25:32+02:00,HQQ,94,19,20,2026-06-11T15:25:37+02:00,-32.5721
2026-06-11T15:30:39+02:00,QHQ,154,149,137,2026-06-11T15:30:44+02:00,-28.858
2026-06-11T15:35:31+02:00,HQQ,46,14,89,2026-06-11T15:35:36+02:00,-22.9271
2026-06-11T15:40:34+02:00,QHQ,55,8,69,2026-06-11T15:40:39+02:00,-28.455
2026-06-11T15:45:30+02:00,HQQ,44,91,134,2026-06-11T15:45:35+02:00,-30.8249
2026-06-11T15:50:36+02:00,QHQ,12,78,109,2026-06-11T15:50:41+02:00,-29.9616
2026-06-11T15:55:42+02:00,HQQ,153,41,3,2026-06-11T15:55:47+02:00,-31.0924
2026-06-11T16:00:32+02:00,QHQ,44,98,126,2026-06-11T16:00:37+02:00,-30.9973
2026-06-11T16:05:30+02:00,HQQ,25,80,126,2026-06-11T16:05:35+02:00,-27.0195
2026-06-11T16:10:33+02:00,QHQ,22,66,136,2026-06-11T16:10:38+02:00,-30.8684
2026-06-11T16:15:38+02:00,HQQ,154,42,4,2026-06-11T16:15:43+02:00,-27.6887
2026-06-11T16:20:32+02:00,QHQ,37,98,124,2026-06-11T16:20:37+02:00,-27.9788
2026-06-11T16:25:30+02:00,HQQ,132,137,135,2026-06-11T16:25:35+02:00,-23.7388
2026-06-11T16:30:34+02:00,QHQ,8,50,147,2026-06-11T16:30:39+02:00,-24.8756
2026-06-11T16:35:32+02:00,HQQ,119,23,36,2026-06-11T16:35:37+02:00,-32.0678
2026-06-11T16:40:34+02:00,QHQ,149,41,5,2026-06-11T16:40:39+02:00,-26.5692
2026-06-11T16:45:37+02:00,HQQ,154,42,1,2026-06-11T16:45:42+02:00,-29.8882
2026-06-11T16:50:33+02:00,QHQ,52,13,83,2026-06-11T16:50:38+02:00,-22.537
2026-06-11T16:55:39+02:00,HQQ,154,38,65,2026-06-11T16:55:44+02:00,-27.7251
2026-06-11T17:00:31+02:00,QHQ,19,23,123,2026-06-11T17:00:36+02:00,-27.6413
2026-06-11T17:05:31+02:00,HQQ,57,10,74,2026-06-11T17:05:36+02:00,-23.4417
2026-06-11T17:10:37+02:00,QHQ,154,43,2,2026-06-11T17:10:42+02:00,-26.9449
2026-06-11T17:15:32+02:00,HQQ,99,16,35,2026-06-11T17:15:37+02:00,-32.3543
2026-06-11T17:20:35+02:00,QHQ,127,32,12,2026-06-11T17:20:40+02:00,-28.8232
2026-06-11T17:25:35+02:00,HQQ,22,63,136,2026-06-11T17:25:40+02:00,-30.7586
2026-06-11T17:30:37+02:00,QHQ,154,41,1,2026-06-11T17:30:42+02:00,-30.5916
2026-06-11T17:35:39+02:00,HQQ,56,8,70,2026-06-11T17:35:44+02:00,-31.6777
2026-06-11T17:40:31+02:00,QHQ,16,24,126,2026-06-11T17:40:36+02:00,-29.6389
2026-06-11T17:45:37+02:00,HQQ,154,149,135,2026-06-11T17:45:42+02:00,-29.866
2026-06-11T17:50:32+02:00,QHQ,93,130,117,2026-06-11T17:50:37+02:00,-29.2747
2026-06-11T17:55:38+02:00,HQQ,154,37,58,2026-06-11T17:55:43+02:00,-26.6181
2026-06-11T18:00:38+02:00,QHQ,154,41,1,2026-06-11T18:00:43+02:00,-27.5313
2026-06-11T18:05:31+02:00,HQQ,62,104,135,2026-06-11T18:05:36+02:00,-28.3183
2026-06-11T18:10:39+02:00,QHQ,152,40,1,2026-06-11T18:10:44+02:00,-30.4559
2026-06-11T18:15:31+02:00,HQQ,149,33,55,2026-06-11T18:15:36+02:00,-32.7952
2026-06-11T18:20:37+02:00,QHQ,154,150,133,2026-06-11T18:20:42+02:00,-29.021
2026-06-11T18:25:38+02:00,HQQ,154,37,59,2026-06-11T18:25:43+02:00,-27.0822
2026-06-11T18:30:32+02:00,QHQ,92,130,116,2026-06-11T18:30:37+02:00,-28.4802
2026-06-11T18:35:32+02:00,HQQ,114,135,118,2026-06-11T18:35:37+02:00,-28.6531
2026-06-11T18:40:32+02:00,QHQ,25,69,132,2026-06-11T18:40:37+02:00,-30.4523
2026-06-11T18:45:39+02:00,HQQ,154,143,143,2026-06-11T18:45:44+02:00,-29.4918
2026-06-11T18:50:37+02:00,QHQ,106,117,151,2026-06-11T18:50:42+02:00,-28.1857
2026-06-11T18:55:36+02:00,HQQ,106,115,151,2026-06-11T18:55:41+02:00,-30.3878
2026-06-11T19:00:36+02:00,QHQ,40,6,75,2026-06-11T19:00:41+02:00,-30.9323
2026-06-11T19:05:39+02:00,HQQ,154,36,52,2026-06-11T19:05:44+02:00,-29.6719
2026-06-11T19:10:33+02:00,QHQ,37,16,96,2026-06-11T19:10:38+02:00,-24.0818
2026-06-11T19:15:32+02:00,HQQ,81,10,29,2026-06-11T19:15:37+02:00,-33.1495
2026-06-11T19:20:32+02:00,QHQ,23,88,110,2026-06-11T19:20:37+02:00,-31.3154
2026-06-11T19:25:39+02:00,HQQ,154,140,146,2026-06-11T19:25:44+02:00,-28.5077
2026-06-11T19:30:40+02:00,QHQ,154,39,3,2026-06-11T19:30:45+02:00,-25.7064
2026-06-11T19:35:37+02:00,HQQ,154,149,132,2026-06-11T19:35:42+02:00,-26.3646
2026-06-11T19:40:37+02:00,QHQ,149,37,6,2026-06-11T19:40:42+02:00,-27.2325
2026-06-11T19:45:33+02:00,HQQ,112,19,23,2026-06-11T19:45:38+02:00,-22.5892
2026-06-11T19:50:31+02:00,QHQ,45,103,116,2026-06-11T19:50:36+02:00,-28.5611
2026-06-11T19:55:30+02:00,HQQ,40,76,133,2026-06-11T19:55:35+02:00,-25.9272
2026-06-11T20:00:39+02:00,QHQ,152,38,5,2026-06-11T20:00:44+02:00,-25.2423
2026-06-11T20:05:32+02:00,HQQ,148,31,42,2026-06-11T20:05:37+02:00,-33.2651
2026-06-11T20:10:31+02:00,QHQ,28,92,110,2026-06-11T20:10:36+02:00,-28.6033
2026-06-11T20:15:39+02:00,HQQ,153,137,148,2026-06-11T20:15:44+02:00,-27.9524
2026-06-11T20:20:33+02:00,QHQ,16,39,125,2026-06-11T20:20:38+02:00,-30.5508
2026-06-11T20:25:30+02:00,HQQ,39,14,87,2026-06-11T20:25:35+02:00,-22.9629
2026-06-11T20:30:31+02:00,QHQ,75,122,109,2026-06-11T20:30:36+02:00,-29.1661
2026-06-11T20:35:32+02:00,HQQ,81,11,18,2026-06-11T20:35:37+02:00,-25.9234
2026-06-11T20:40:32+02:00,QHQ,22,87,105,2026-06-11T20:40:37+02:00,-28.6222
2026-06-11T20:45:48+02:00,HQQ,150,154,120,2026-06-11T20:45:53+02:00,-31.0096
2026-06-11T20:50:35+02:00,QHQ,45,103,108,2026-06-11T20:50:40+02:00,-27.5331
2026-06-11T20:55:38+02:00,HQQ,60,3,38,2026-06-11T20:55:43+02:00,-25.3446
2026-06-11T21:00:31+02:00,QHQ,14,43,126,2026-06-11T21:00:36+02:00,-21.2308
2026-06-11T21:05:31+02:00,HQQ,84,124,104,2026-06-11T21:05:36+02:00,-28.9643
2026-06-11T21:10:38+02:00,QHQ,154,33,1,2026-06-11T21:10:43+02:00,-26.5988
2026-06-11T21:15:32+02:00,HQQ,32,14,88,2026-06-11T21:15:37+02:00,-24.3949
2026-06-11T21:20:39+02:00,QHQ,153,33,0,2026-06-11T21:20:44+02:00,-24.4779
2026-06-11T21:25:32+02:00,HQQ,41,94,107,2026-06-11T21:25:37+02:00,-28.4233
2026-06-11T21:30:40+02:00,QHQ,153,31,0,2026-06-11T21:30:45+02:00,-25.0395
2026-06-11T21:35:32+02:00,HQQ,39,88,110,2026-06-11T21:35:37+02:00,-24.1931
2026-06-11T21:40:37+02:00,QHQ,72,5,7,2026-06-11T21:40:42+02:00,-23.7143
2026-06-11T21:45:39+02:00,HQQ,154,29,32,2026-06-11T21:45:44+02:00,-29.2119
2026-06-11T21:50:31+02:00,QHQ,44,82,119,2026-06-11T21:50:36+02:00,-26.4284
2026-06-11T21:55:30+02:00,HQQ,49,98,106,2026-06-11T21:55:35+02:00,-25.1265
2026-06-11T22:00:32+02:00,QHQ,42,78,118,2026-06-11T22:00:37+02:00,-30.4849
2026-06-11T22:05:32+02:00,HQQ,62,87,128,2026-06-11T22:05:37+02:00,-30.0135
2026-06-11T22:10:37+02:00,QHQ,45,79,123,2026-06-11T22:10:42+02:00,-22.8688
2026-06-11T22:15:41+02:00,HQQ,154,28,27,2026-06-11T22:15:47+02:00,-27.5092
2026-06-11T22:20:41+02:00,QHQ,154,128,142,2026-06-11T22:20:46+02:00,-26.0107
2026-06-11T22:25:48+02:00,HQQ,154,128,140,2026-06-11T22:25:53+02:00,-27.797
2026-06-11T22:30:38+02:00,QHQ,154,127,140,2026-06-11T22:30:43+02:00,-30.0397
2026-06-11T22:35:39+02:00,HQQ,154,26,28,2026-06-11T22:35:44+02:00,-27.3846
2026-06-11T22:40:32+02:00,QHQ,136,143,96,2026-06-11T22:40:37+02:00,-29.443
2026-06-11T22:45:36+02:00,HQQ,154,154,102,2026-06-11T22:45:41+02:00,-30.5804
2026-06-11T22:50:38+02:00,QHQ,11,64,83,2026-06-11T22:50:43+02:00,-28.9566
2026-06-11T22:55:31+02:00,HQQ,149,147,96,2026-06-11T22:55:36+02:00,-31.0178
2026-06-11T23:00:31+02:00,QHQ,125,135,88,2026-06-11T23:00:36+02:00,-29.2747
2026-06-11T23:05:34+02:00,HQQ,122,107,136,2026-06-11T23:05:39+02:00,-29.1154
2026-06-11T23:10:31+02:00,QHQ,47,95,92,2026-06-11T23:10:36+02:00,-30.2342
2026-06-11T23:15:36+02:00,HQQ,55,82,113,2026-06-11T23:15:41+02:00,-29.612
2026-06-11T23:20:33+02:00,QHQ,13,61,80,2026-06-11T23:20:38+02:00,-28.1072
2026-06-11T23:25:33+02:00,HQQ,147,118,134,2026-06-11T23:25:38+02:00,-28.8456
2026-06-11T23:30:33+02:00,QHQ,20,67,84,2026-06-11T23:30:38+02:00,-28.2744
2026-06-11T23:35:32+02:00,HQQ,143,140,82,2026-06-11T23:35:37+02:00,-29.389
2026-06-11T23:40:40+02:00,QHQ,154,21,21,2026-06-11T23:40:45+02:00,-25.1637
2026-06-11T23:45:32+02:00,HQQ,124,106,132,2026-06-11T23:45:37+02:00,-29.1527
2026-06-11T23:50:32+02:00,QHQ,29,75,86,2026-06-11T23:50:37+02:00,-27.9
2026-06-11T23:55:38+02:00,HQQ,1,154,142,2026-06-11T23:55:43+02:00,-26.3576
2026-06-12T00:00:33+02:00,QHQ,95,120,74,2026-06-12T00:00:38+02:00,-26.0972
2026-06-12T00:05:35+02:00,HQQ,137,109,130,2026-06-12T00:05:40+02:00,-29.1181
2026-06-12T00:10:37+02:00,QHQ,154,151,87,2026-06-12T00:10:42+02:00,-25.4618
2026-06-12T00:15:38+02:00,HQQ,152,16,18,2026-06-12T00:15:43+02:00,-30.9323
2026-06-12T00:20:39+02:00,QHQ,1,154,141,2026-06-12T00:20:44+02:00,-28.2548
2026-06-12T00:25:33+02:00,HQQ,72,85,113,2026-06-12T00:25:38+02:00,-30.4703
2026-06-12T00:30:45+02:00,QHQ,152,17,17,2026-06-12T00:30:50+02:00,-26.3281
2026-06-12T00:35:33+02:00,HQQ,141,136,69,2026-06-12T00:35:38+02:00,-32.2114
2026-06-12T00:40:40+02:00,QHQ,153,16,17,2026-06-12T00:40:45+02:00,-28.1283
2026-06-12T00:45:37+02:00,HQQ,154,118,127,2026-06-12T00:45:42+02:00,-28.9235
2026-06-12T00:50:32+02:00,QHQ,50,90,82,2026-06-12T00:50:37+02:00,-31.1049
2026-06-12T00:55:35+02:00,HQQ,146,112,126,2026-06-12T00:55:40+02:00,-30.4958
2026-06-12T01:00:40+02:00,QHQ,148,14,13,2026-06-12T01:00:45+02:00,-26.6241
2026-06-12T01:05:35+02:00,HQQ,141,131,57,2026-06-12T01:05:40+02:00,-28.0137
2026-06-12T01:10:37+02:00,QHQ,154,116,125,2026-06-12T01:10:42+02:00,-27.6168
2026-06-12T01:15:38+02:00,HQQ,154,116,124,2026-06-12T01:15:43+02:00,-27.3687
2026-06-12T01:20:33+02:00,QHQ,41,76,84,2026-06-12T01:20:38+02:00,-31.2024
2026-06-12T01:25:50+02:00,HQQ,9,154,137,2026-06-12T01:25:55+02:00,-27.2463
2026-06-12T01:30:34+02:00,QHQ,62,99,68,2026-06-12T01:30:39+02:00,-28.2396
2026-06-12T01:35:42+02:00,HQQ,154,12,13,2026-06-12T01:35:47+02:00,-28.853
2026-06-12T01:40:34+02:00,QHQ,17,53,69,2026-06-12T01:40:39+02:00,-22.7607
2026-06-12T01:45:40+02:00,HQQ,154,113,123,2026-06-12T01:45:45+02:00,-27.7386
2026-06-12T01:50:40+02:00,QHQ,10,154,136,2026-06-12T01:50:45+02:00,-28.6698
2026-06-12T01:55:34+02:00,HQQ,121,119,48,2026-06-12T01:55:39+02:00,-31.3729
2026-06-12T02:00:35+02:00,QHQ,148,6,143,2026-06-12T02:00:40+02:00,-23.0802
2026-06-12T02:05:32+02:00,HQQ,102,114,48,2026-06-12T02:05:37+02:00,-28.2029
2026-06-12T02:10:39+02:00,QHQ,12,154,136,2026-06-12T02:10:44+02:00,-28.634
2026-06-12T02:15:39+02:00,HQQ,13,154,136,2026-06-12T02:15:44+02:00,-28.0488
2026-06-12T02:20:34+02:00,QHQ,65,100,57,2026-06-12T02:20:39+02:00,-28.9134
2026-06-12T02:25:43+02:00,HQQ,154,10,10,2026-06-12T02:25:48+02:00,-26.6797
2026-06-12T02:30:43+02:00,QHQ,154,10,9,2026-06-12T02:30:48+02:00,-27.8601
2026-06-12T02:35:39+02:00,HQQ,154,139,50,2026-06-12T02:35:44+02:00,-29.344
2026-06-12T02:40:46+02:00,QHQ,154,10,8,2026-06-12T02:40:51+02:00,-26.7932
2026-06-12T02:45:38+02:00,HQQ,154,137,45,2026-06-12T02:45:43+02:00,-31.8884
2026-06-12T02:50:34+02:00,QHQ,46,86,66,2026-06-12T02:50:39+02:00,-30.7393
2026-06-12T02:55:30+02:00,HQQ,65,99,57,2026-06-12T02:55:35+02:00,-32.1898
2026-06-12T03:00:37+02:00,QHQ,154,9,7,2026-06-12T03:00:42+02:00,-27.91
2026-06-12T03:05:41+02:00,HQQ,154,110,120,2026-06-12T03:05:46+02:00,-25.9463
2026-06-12T03:10:38+02:00,QHQ,6,32,54,2026-06-12T03:10:43+02:00,-25.999
2026-06-12T03:15:32+02:00,HQQ,147,104,119,2026-06-12T03:15:37+02:00,-30.0005
2026-06-12T03:20:33+02:00,QHQ,78,82,105,2026-06-12T03:20:38+02:00,-26.4657
2026-06-12T03:25:33+02:00,HQQ,47,66,83,2026-06-12T03:25:38+02:00,-30.3278
2026-06-12T03:30:34+02:00,QHQ,20,55,58,2026-06-12T03:30:39+02:00,-24.377
2026-06-12T03:35:34+02:00,HQQ,24,49,68,2026-06-12T03:35:39+02:00,-23.5493
2026-06-12T03:40:39+02:00,QHQ,1,154,9,2026-06-12T03:40:44+02:00,-27.8363
2026-06-12T03:45:32+02:00,HQQ,149,103,118,2026-06-12T03:45:37+02:00,-30.3701
2026-06-12T03:50:35+02:00,QHQ,122,122,41,2026-06-12T03:50:40+02:00,-22.8801
2026-06-12T03:55:35+02:00,HQQ,148,135,39,2026-06-12T03:55:40+02:00,-27.8284
2026-06-12T04:00:41+02:00,QHQ,20,154,135,2026-06-12T04:00:46+02:00,-28.3249
2026-06-12T04:05:39+02:00,HQQ,23,154,134,2026-06-12T04:05:44+02:00,-31.2672
2026-06-12T04:10:51+02:00,QHQ,154,7,2,2026-06-12T04:10:56+02:00,-27.6318
2026-06-12T04:15:35+02:00,HQQ,148,102,118,2026-06-12T04:15:40+02:00,-30.6971
2026-06-12T04:20:33+02:00,QHQ,64,71,94,2026-06-12T04:20:39+02:00,-29.0942
2026-06-12T04:25:40+02:00,HQQ,25,154,135,2026-06-12T04:25:45+02:00,-28.9566
2026-06-12T04:30:41+02:00,QHQ,145,121,22,2026-06-12T04:30:46+02:00,-21.1146
2026-06-12T04:35:35+02:00,HQQ,77,74,102,2026-06-12T04:35:40+02:00,-30.2342
2026-06-12T04:40:33+02:00,QHQ,58,67,90,2026-06-12T04:40:38+02:00,-28.8182
2026-06-12T04:45:32+02:00,HQQ,36,53,70,2026-06-12T04:45:37+02:00,-30.0627
2026-06-12T04:50:37+02:00,QHQ,91,116,43,2026-06-12T04:50:42+02:00,-19.8913
2026-06-12T04:55:33+02:00,HQQ,76,107,42,2026-06-12T04:55:38+02:00,-27.6262
2026-06-12T05:00:32+02:00,QHQ,147,145,50,2026-06-12T05:00:37+02:00,-25.199
2026-06-12T05:05:34+02:00,HQQ,119,117,31,2026-06-12T05:05:39+02:00,-27.2497
2026-06-12T05:10:39+02:00,QHQ,2,154,3,2026-06-12T05:10:44+02:00,-29.5238
2026-06-12T05:15:33+02:00,HQQ,80,109,42,2026-06-12T05:15:38+02:00,-25.3446
2026-06-12T05:20:36+02:00,QHQ,135,121,26,2026-06-12T05:20:41+02:00,-31.4996
2026-06-12T05:25:33+02:00,HQQ,64,67,93,2026-06-12T05:25:38+02:00,-32.0157
2026-06-12T05:30:42+02:00,QHQ,27,154,135,2026-06-12T05:30:47+02:00,-30.644
2026-06-12T05:35:49+02:00,HQQ,153,154,55,2026-06-12T05:35:54+02:00,-31.1683
2026-06-12T05:40:33+02:00,QHQ,51,63,84,2026-06-12T05:40:38+02:00,-27.1055
2026-06-12T05:45:39+02:00,HQQ,153,101,118,2026-06-12T05:45:44+02:00,-31.0014
2026-06-12T05:50:39+02:00,QHQ,1,154,0,2026-06-12T05:50:44+02:00,-32.82
2026-06-12T05:55:42+02:00,HQQ,154,103,119,2026-06-12T05:55:47+02:00,-26.2521
2026-06-12T06:00:33+02:00,QHQ,32,63,57,2026-06-12T06:00:39+02:00,-25.4368
2026-06-12T06:05:37+02:00,HQQ,27,154,134,2026-06-12T06:05:42+02:00,-30.2479
2026-06-12T06:10:40+02:00,QHQ,154,104,118,2026-06-12T06:10:45+02:00,-27.916
2026-06-12T06:15:34+02:00,HQQ,69,104,45,2026-06-12T06:15:39+02:00,-28.7373
2026-06-12T06:20:37+02:00,QHQ,81,112,44,2026-06-12T06:20:42+02:00,-20.9538
2026-06-12T06:25:33+02:00,HQQ,47,62,83,2026-06-12T06:25:38+02:00,-29.7663
2026-06-12T06:30:35+02:00,QHQ,108,88,116,2026-06-12T06:30:40+02:00,-25.8067
2026-06-12T06:35:32+02:00,HQQ,85,110,42,2026-06-12T06:35:37+02:00,-27.9993
2026-06-12T06:40:34+02:00,QHQ,41,64,79,2026-06-12T06:40:39+02:00,-26.8103
2026-06-12T06:45:38+02:00,HQQ,151,145,53,2026-06-12T06:45:43+02:00,-32.7215
2026-06-12T06:50:36+02:00,QHQ,47,64,88,2026-06-12T06:50:41+02:00,-29.9778
2026-06-12T06:55:34+02:00,HQQ,121,92,124,2026-06-12T06:55:39+02:00,-29.904
2026-06-12T07:00:42+02:00,QHQ,12,154,146,2026-06-12T07:00:47+02:00,-29.463
2026-06-12T07:05:41+02:00,HQQ,154,113,135,2026-06-12T07:05:46+02:00,-25.117
2026-06-12T07:10:38+02:00,QHQ,154,115,138,2026-06-12T07:10:43+02:00,-24.9818
2026-06-12T07:15:41+02:00,HQQ,142,154,89,2026-06-12T07:15:46+02:00,-30.9082
2026-06-12T07:20:37+02:00,QHQ,38,97,79,2026-06-12T07:20:42+02:00,-28.4482
2026-06-12T07:25:32+02:00,HQQ,76,123,83,2026-06-12T07:25:37+02:00,-30.4958
2026-06-12T07:30:34+02:00,QHQ,17,80,75,2026-06-12T07:30:39+02:00,-31.1598
2026-06-12T07:35:45+02:00,HQQ,54,0,14,2026-06-12T07:35:50+02:00,-14.1223
2026-06-12T07:40:36+02:00,QHQ,65,121,90,2026-06-12T07:40:41+02:00,-27.1965
2026-06-12T07:45:36+02:00,HQQ,72,82,132,2026-06-12T07:45:41+02:00,-31.0219
2026-06-12T07:50:34+02:00,QHQ,96,134,89,2026-06-12T07:50:39+02:00,-28.3029
2026-06-12T07:55:38+02:00,HQQ,30,11,68,2026-06-12T07:55:43+02:00,-26.4743
2026-06-12T08:00:38+02:00,QHQ,44,4,44,2026-06-12T08:00:43+02:00,-18.216
2026-06-12T08:05:41+02:00,HQQ,154,123,150,2026-06-12T08:05:46+02:00,-29.7448
2026-06-12T08:10:38+02:00,QHQ,1,154,154,2026-06-12T08:10:43+02:00,-15.7268
2026-06-12T08:15:43+02:00,HQQ,154,31,15,2026-06-12T08:15:48+02:00,-21.9465
2026-06-12T08:20:34+02:00,QHQ,34,20,85,2026-06-12T08:20:39+02:00,-27.7194
2026-06-12T08:25:40+02:00,HQQ,140,154,108,2026-06-12T08:25:45+02:00,-29.3777
2026-06-12T08:30:35+02:00,QHQ,30,21,89,2026-06-12T08:30:40+02:00,-31.6633
2026-06-12T08:35:42+02:00,HQQ,139,154,109,2026-06-12T08:35:47+02:00,-28.8906
2026-06-12T08:40:35+02:00,QHQ,32,25,95,2026-06-12T08:40:40+02:00,-31.164
2026-06-12T08:45:37+02:00,HQQ,55,8,41,2026-06-12T08:45:42+02:00,-19.0363
2026-06-12T08:50:37+02:00,QHQ,79,130,102,2026-06-12T08:50:42+02:00,-25.4322
2026-06-12T08:55:39+02:00,HQQ,154,128,154,2026-06-12T08:55:44+02:00,-30.7239
2026-06-12T09:00:43+02:00,QHQ,154,35,19,2026-06-12T09:00:48+02:00,-25.0126
2026-06-12T09:05:37+02:00,HQQ,151,105,37,2026-06-12T09:05:42+02:00,-61.2491
